action,en,name,kind,category,source
added,Buddhist Grottoes of Maijishan and Yungang,Buddhist Grottoes of Maijishan and Yungang,mixed,mixed_landscape,places
added,Chapel of the Sorbonne,Chapel of the Sorbonne,mixed,mixed_landscape,places
added,Chief Ogiamien’s House,Chief Ogiamien’s House,mixed,mixed_landscape,places
added,Cinema Studio Namibe,Cinema Studio Namibe,mixed,mixed_landscape,places
added,Erdene Zuu Buddhist Monastery,Erdene Zuu Buddhist Monastery,mixed,mixed_landscape,places
added,Gaza Historic Urban Fabric,Gaza Historic Urban Fabric,mixed,mixed_landscape,places
added,Historic City of Antakya,Historic City of Antakya,mixed,mixed_landscape,places
added,Historic Lighthouses of Maine,Historic Lighthouses of Maine,mixed,mixed_landscape,places
added,Jewish Heritage of Debdou,Jewish Heritage of Debdou,mixed,mixed_landscape,places
added,Kyiv Teacher’s House,Kyiv Teacher’s House,mixed,mixed_landscape,places
added,Monasteries of the Drino Valley,Monasteries of the Drino Valley,mixed,mixed_landscape,places
added,Musi Heritage Revitalization Project / Musi River Historic Buildings,Musi Heritage Revitalization Project / Musi River Historic Buildings,mixed,mixed_landscape,places
added,Noto Peninsula Heritage Sites,Noto Peninsula Heritage Sites,mixed,mixed_landscape,places
updated,"Qhapaq Ñan, Andean Road System","Qhapaq Ñan, Andean Road System",mixed,mixed_landscape,places
added,Ruins of Old Belchite,Ruins of Old Belchite,mixed,mixed_landscape,places
added,Serifos Historic Mining Landscape,Serifos Historic Mining Landscape,mixed,mixed_landscape,places
added,Swahili Coast Heritage Sites,Swahili Coast Heritage Sites,mixed,mixed_landscape,places
added,Terracotta Sculptures of Alcobaça Monastery,Terracotta Sculptures of Alcobaça Monastery,mixed,mixed_landscape,places
added,The Great Trading Path,The Great Trading Path,mixed,mixed_landscape,places
added,Waru Waru Agricultural Fields,Waru Waru Agricultural Fields,mixed,mixed_landscape,places
added,Water Reservoirs of Tunis Medina,Water Reservoirs of Tunis Medina,mixed,mixed_landscape,places
added,Arakelots Monastery and Settlement,Arakelots Monastery and Settlement,human,sacred,places
added,Nyborg Castle,Nyborg Castle,human,fortress,places
added,Castle of Monemvasia,Castle of Monemvasia,human,fortress,places
added,Great Synagogue in Orla,Great Synagogue in Orla,human,sacred,places
added,Generalštab Modernist Complex in Belgrade,Generalštab Modernist Complex in Belgrade,human,architecture,places
added,"Valhalla Swimming Hall, Gothenburg","Valhalla Swimming Hall, Gothenburg",human,architecture,places
added,"Victoria Tower Gardens, London","Victoria Tower Gardens, London",human,engineering,places
added,Agadez,Agadez,human,city,places
added,Akko,Akko,human,city,places
added,Alcalá de Henares,Alcalá de Henares,human,city,places
added,Aleppo,Aleppo,human,city,places
added,Algiers,Algiers,human,city,places
added,Amsterdam,Amsterdam,human,city,places
added,Andong,Andong,human,city,places
updated,Angra do Heroismo,Angra do Heroismo,human,city,places
updated,Anuradhapura,Anuradhapura,human,city,places
updated,Aranjuez,Aranjuez,human,city,places
added,Arequipa,Arequipa,human,city,places
added,Augsburg,Augsburg,human,city,places
added,Avila,Avila,human,city,places
added,Baeza,Baeza,human,city,places
added,Bam,Bam,human,city,places
updated,Bamberg,Bamberg,human,city,places
updated,Banska Stiavnica,Banska Stiavnica,human,city,places
added,Bardejov,Bardejov,human,city,places
added,Bath,Bath,human,city,places
added,Bergen,Bergen,human,city,places
added,Berlin,Berlin,human,city,places
added,Bern,Bern,human,city,places
added,Bhaktapur,Bhaktapur,human,city,places
added,Biertan,Biertan,human,city,places
added,Bordeaux,Bordeaux,human,city,places
updated,Brasilia,Brasilia,human,city,places
added,Bridgetown,Bridgetown,human,city,places
updated,Brugge,Brugge,human,city,places
added,Brussels,Brussels,human,city,places
added,Budapest,Budapest,human,city,places
added,Bursa,Bursa,human,city,places
added,Buyeo County,Buyeo County,human,city,places
added,Cáceres,Cáceres,human,city,places
added,Cairo,Cairo,human,city,places
updated,Camaguey,Camaguey,human,city,places
added,Campeche,Campeche,human,city,places
updated,Carcassonne,Carcassonne,human,city,places
added,Cartagena,Cartagena,human,city,places
added,Chengde,Chengde,human,city,places
added,Chernivtsi,Chernivtsi,human,city,places
added,Chorá of Patmos,Chorá of Patmos,human,city,places
added,Cidade Velha,Cidade Velha,human,city,places
updated,Colonia del Sacramento,Colonia del Sacramento,human,city,places
added,Cordoba,Cordoba,human,city,places
added,Coro,Coro,human,city,places
added,Cuenca,Cuenca,human,city,places
updated,Cuenca,Cuenca,human,city,places
updated,Cuzco,Cuzco,human,city,places
added,Dakar,Dakar,human,city,places
added,Damascus,Damascus,human,city,places
added,Denpasar,Denpasar,human,city,places
updated,Derbent,Derbent,human,city,places
added,Diamantina,Diamantina,human,city,places
added,Djenné,Djenné,human,city,places
updated,Dubrovnik,Dubrovnik,human,city,places
updated,Edinburgh,Edinburgh,human,city,places
updated,Ejmiatsin,Ejmiatsin,human,city,places
updated,Elvas,Elvas,human,city,places
updated,Essaouira,Essaouira,human,city,places
updated,Évora,Évora,human,city,places
added,Fez,Fez,human,city,places
added,Fontainebleau,Fontainebleau,human,city,places
added,Fray Bentos,Fray Bentos,human,city,places
updated,Galle,Galle,human,city,places
added,George Town,George Town,human,city,places
added,Ghadames,Ghadames,human,city,places
added,Ghardaïa,Ghardaïa,human,city,places
added,Gianyar,Gianyar,human,city,places
added,Gimhae,Gimhae,human,city,places
added,Gochang County,Gochang County,human,city,places
added,Gongju,Gongju,human,city,places
added,Granada,Granada,human,city,places
added,Guanajuato,Guanajuato,human,city,places
added,Guimarães,Guimarães,human,city,places
added,Gwangju,Gwangju,human,city,places
added,Gyeongju,Gyeongju,human,city,places
added,Haenam,Haenam,human,city,places
updated,Harar Jugol,Harar Jugol,human,city,places
updated,Havana,Havana,human,city,places
added,Hoi An,Hoi An,human,city,places
added,Hue,Hue,human,city,places
added,Hwasun County,Hwasun County,human,city,places
added,Ibiza,Ibiza,human,city,places
added,Icherisheher,Icherisheher,human,city,places
added,Iksan,Iksan,human,city,places
updated,Island of Mozambique,Island of Mozambique,human,city,places
updated,Istanbul,Istanbul,human,city,places
added,Jerusalem,Jerusalem,human,city,places
updated,Kairouan,Kairouan,human,city,places
updated,Kandy,Kandy,human,city,places
added,Karangasem,Karangasem,human,city,places
added,Karlskrona,Karlskrona,human,city,places
added,Kathmandu,Kathmandu,human,city,places
added,Kazan,Kazan,human,city,places
added,Khiva,Khiva,human,city,places
added,Konya,Konya,human,city,places
added,Kotor,Kotor,human,city,places
added,Kraków,Kraków,human,city,places
updated,Kutná Hora,Kutná Hora,human,city,places
added,Kyiv,Kyiv,human,city,places
updated,Kyoto,Kyoto,human,city,places
added,L'viv,L'viv,human,city,places
added,Lalitpur (Patan),Lalitpur (Patan),human,city,places
updated,Lamu,Lamu,human,city,places
updated,Le Havre,Le Havre,human,city,places
updated,Levuka,Levuka,human,city,places
added,Lijiang,Lijiang,human,city,places
added,Lima,Lima,human,city,places
updated,Luang Prabang,Luang Prabang,human,city,places
updated,Lübeck,Lübeck,human,city,places
added,Lunenburg,Lunenburg,human,city,places
added,Luxembourg,Luxembourg,human,city,places
added,Macao,Macao,human,city,places
updated,Marrakesh,Marrakesh,human,city,places
updated,Meknes,Meknes,human,city,places
added,Melaka,Melaka,human,city,places
added,Mérida,Mérida,human,city,places
updated,Mexico City,Mexico City,human,city,places
added,Miagao,Miagao,human,city,places
added,Mombasa,Mombasa,human,city,places
updated,Mont-Saint-Michel,Mont-Saint-Michel,human,city,places
updated,Morelia,Morelia,human,city,places
added,Moscow,Moscow,human,city,places
added,Muharraq,Muharraq,human,city,places
added,Nancy,Nancy,human,city,places
added,Nara,Nara,human,city,places
added,Naumburg,Naumburg,human,city,places
added,Neringa,Neringa,human,city,places
updated,Nessebar,Nessebar,human,city,places
added,Nice,Nice,human,city,places
added,Novgorod,Novgorod,human,city,places
added,Oaxaca,Oaxaca,human,city,places
added,Ohrid,Ohrid,human,city,places
updated,Olinda,Olinda,human,city,places
added,Oporto,Oporto,human,city,places
updated,Ouro Preto,Ouro Preto,human,city,places
added,Padula,Padula,human,city,places
added,Palazzolo Acreide,Palazzolo Acreide,human,city,places
added,Panama,Panama,human,city,places
added,Philadelphia,Philadelphia,human,city,places
updated,Potosi,Potosi,human,city,places
added,Potsdam,Potsdam,human,city,places
updated,Prague,Prague,human,city,places
updated,Provins,Provins,human,city,places
added,Puebla,Puebla,human,city,places
added,Purmerend,Purmerend,human,city,places
added,Quebec,Quebec,human,city,places
added,Quedlinburg,Quedlinburg,human,city,places
added,Querétaro,Querétaro,human,city,places
updated,Quito,Quito,human,city,places
added,Rauma,Rauma,human,city,places
updated,Regensburg,Regensburg,human,city,places
added,Rhodes,Rhodes,human,city,places
added,Riga,Riga,human,city,places
added,Roros,Roros,human,city,places
updated,Safranbolu,Safranbolu,human,city,places
updated,Saint Petersburg,Saint Petersburg,human,city,places
added,Saint-Louis,Saint-Louis,human,city,places
added,Salamanca,Salamanca,human,city,places
added,Salvador de Bahia,Salvador de Bahia,human,city,places
added,Salzburg,Salzburg,human,city,places
added,San Antonio,San Antonio,human,city,places
updated,San Cristobal de La Laguna,San Cristobal de La Laguna,human,city,places
updated,San Gimignano,San Gimignano,human,city,places
added,San Luis Potosí,San Luis Potosí,human,city,places
added,San Miguel de Allende,San Miguel de Allende,human,city,places
added,San Pablo Villa de Mitla,San Pablo Villa de Mitla,human,city,places
added,Santiago de Compostela,Santiago de Compostela,human,city,places
added,São Luís,São Luís,human,city,places
added,Scottsdale,Scottsdale,human,city,places
added,Segovia,Segovia,human,city,places
added,Sighisoara,Sighisoara,human,city,places
added,Singapore,Singapore,human,city,places
added,Sintra,Sintra,human,city,places
added,Sousse,Sousse,human,city,places
added,Split,Split,human,city,places
added,St George,St George,human,city,places
added,Stralsund,Stralsund,human,city,places
added,Strasbourg,Strasbourg,human,city,places
updated,Sucre,Sucre,human,city,places
added,Surakarta,Surakarta,human,city,places
added,Suwon,Suwon,human,city,places
added,Suzdal,Suzdal,human,city,places
added,Suzhou,Suzhou,human,city,places
added,Tallinn,Tallinn,human,city,places
added,Tarragona,Tarragona,human,city,places
added,Tel-Aviv-Yafo,Tel-Aviv-Yafo,human,city,places
updated,Tétouan,Tétouan,human,city,places
updated,Timbuktu,Timbuktu,human,city,places
updated,Tlacotalpan,Tlacotalpan,human,city,places
added,Toledo,Toledo,human,city,places
added,Torun,Torun,human,city,places
added,Trebíc,Trebíc,human,city,places
added,Trinidad,Trinidad,human,city,places
updated,Trogir,Trogir,human,city,places
added,Tunis,Tunis,human,city,places
added,Turkistan,Turkistan,human,city,places
added,Úbeda,Úbeda,human,city,places
added,Valetta,Valetta,human,city,places
updated,Valparaíso,Valparaíso,human,city,places
added,Vienna,Vienna,human,city,places
updated,Vigan,Vigan,human,city,places
added,Vilnius,Vilnius,human,city,places
added,Visby,Visby,human,city,places
added,Warsaw,Warsaw,human,city,places
added,Willemstad,Willemstad,human,city,places
added,Wismar,Wismar,human,city,places
added,Xochimilco,Xochimilco,human,city,places
added,Yangsan,Yangsan,human,city,places
updated,Yaroslavl,Yaroslavl,human,city,places
added,Yeongju,Yeongju,human,city,places
added,Yerevan,Yerevan,human,city,places
added,Zacatecas,Zacatecas,human,city,places
added,Zamosc,Zamosc,human,city,places
added,Zanzibar,Zanzibar,human,city,places
